date;cutlery;tips;order_price;uid;order_id;cutlery_grouped_uid;tips_grouped_uid;order_grouped_uid
29.01.2022 12:41;3;80;862;106674;10497236;2;47;584
20.01.2022 0:01;4;60;342;931984;19710348;4;52;366
30.01.2022 0:54;3;30;417;894484;65209935;2;50;391
23.01.2022 10:47;1;80;917;903525;30559980;3;70;674
15.01.2022 16:42;2;70;906;432900;64635896;3;80;766
14.01.2022 18:46;3;110;275;504316;31135167;3;50;521
21.01.2022 13:42;5;100;500;667871;56771600;3;63;481
14.01.2022 18:03;4;30;880;652970;30615725;3;35;609
12.01.2022 6:04;2;90;464;194208;96665397;2;53;432
22.01.2022 8:00;4;40;356;908902;59107604;4;65;642
29.01.2022 5:13;3;30;383;800749;20788536;3;70;602
01.01.2022 4:50;5;0;0;950033;53625066;4;77;744
24.01.2022 0:04;4;40;645;396560;60510061;3;43;714
13.01.2022 3:04;1;20;689;739045;97899177;2;40;679
01.01.2022 2:25;3;140;1171;992035;17355621;4;80;803
19.01.2022 8:36;4;10;789;650455;20713734;4;62;628
28.01.2022 20:31;3;50;405;291319;37038966;2;57;677
10.01.2022 5:14;2;120;767;264058;39222259;4;83;698
26.01.2022 15:53;1;20;292;898491;10122897;2;40;497
31.01.2022 14:44;3;170;1907;112472;86625609;4;79;840
19.01.2022 19:42;3;30;838;258632;20685715;3;72;518
01.01.2022 4:03;5;0;0;559181;71511159;3;52;418
20.01.2022 2:35;3;10;495;742581;33377122;2;25;505
25.01.2022 17:19;3;100;320;705886;24922663;3;65;667
26.01.2022 22:11;4;100;811;339688;45344742;3;60;684
10.01.2022 17:48;3;90;902;611739;77333242;3;52;499
12.01.2022 18:22;3;50;500;565139;46331780;4;63;485
28.01.2022 14:06;6;150;1172;586068;87373035;4;68;719
24.01.2022 7:54;4;30;331;262270;55838580;4;70;585
17.01.2022 1:20;3;80;509;837313;83120435;3;52;416
30.01.2022 15:37;5;80;360;145182;21282685;4;63;460
09.01.2022 18:23;2;60;376;281927;38593134;4;65;407
28.01.2022 12:31;3;20;703;950223;41478623;3;20;703
20.01.2022 16:30;2;30;780;303875;80662127;2;57;759
15.01.2022 16:16;1;50;673;409068;23510140;4;50;423
01.01.2022 3:46;6;0;0;584535;44689473;4;74;667
04.01.2022 11:26;4;20;402;966681;49643666;5;68;682
12.01.2022 2:57;4;80;459;511798;79440535;4;68;498
29.01.2022 6:19;2;50;598;907079;58170858;3;40;471
31.01.2022 22:53;1;60;677;276922;87113293;2;57;771
27.01.2022 1:04;3;80;1020;947701;67346223;2;47;954
01.01.2022 2:34;5;0;0;327779;48903270;3;52;518
01.01.2022 13:17;4;0;0;295968;58579109;4;81;749
24.01.2022 3:25;6;140;608;410555;61298470;4;67;532
01.01.2022 9:39;4;0;0;239975;88862502;3;54;538
24.01.2022 7:53;1;70;714;312972;32497648;4;79;827
02.01.2022 22:48;2;70;374;224432;30823963;2;43;644
12.01.2022 15:13;1;30;334;623862;79087637;4;65;457
25.01.2022 21:57;3;50;588;585345;88178635;4;83;652
27.01.2022 13:03;3;10;930;715528;26297406;4;50;588
07.01.2022 22:12;3;60;486;305139;24522118;2;35;707
04.01.2022 8:49;3;10;577;942480;55495103;4;77;838
03.01.2022 16:52;2;50;779;503002;58674567;4;63;553
29.01.2022 14:48;5;120;811;271987;52462682;4;70;606
18.01.2022 14:47;4;70;1028;455121;69859489;3;43;795
06.01.2022 22:40;2;60;660;411796;19740113;3;52;382
01.01.2022 14:37;4;0;0;275709;52123423;3;83;814
02.01.2022 17:01;2;50;897;854105;52419056;3;53;678
28.01.2022 13:09;4;40;801;834521;33053134;4;43;626
31.01.2022 5:12;1;20;679;801495;70172259;3;48;613
01.01.2022 17:12;4;0;0;528344;55281391;3;52;469
15.01.2022 10:09;2;60;850;190809;67802746;2;53;652
11.01.2022 23:53;5;70;775;603380;31600725;4;77;735
10.01.2022 17:41;2;40;658;444402;40417581;3;40;448
27.01.2022 10:13;1;30;594;789941;12928584;2;45;484
01.01.2022 5:20;5;0;0;997586;32122445;4;65;456
01.01.2022 4:06;5;0;0;399296;31690192;3;67;442
25.01.2022 10:34;1;40;340;526202;45056390;2;30;460
01.01.2022 15:14;5;0;0;811770;89179039;2;52;591
15.01.2022 11:32;3;10;809;347770;57955730;4;50;717
22.01.2022 19:44;2;50;357;736711;38856373;3;56;456
05.01.2022 20:51;1;70;508;484562;61644533;3;50;505
26.01.2022 10:21;4;80;386;208270;15485243;2;63;483
07.01.2022 21:08;5;150;364;726189;97420995;4;70;502
29.01.2022 22:58;3;110;659;990194;81569232;4;67;415
01.01.2022 1:38;5;0;0;340513;66732019;4;80;630
13.01.2022 4:49;2;50;403;238969;12170349;3;50;540
01.01.2022 16:57;5;0;0;307282;74201076;4;68;527
30.01.2022 4:51;4;100;351;249286;31478690;3;68;578
01.01.2022 9:41;4;0;0;334683;77023080;4;54;389
21.01.2022 15:27;2;30;347;621938;33332476;3;83;657
16.01.2022 18:06;4;40;927;742638;27313171;4;30;690
13.01.2022 20:49;1;60;815;614365;13703476;4;67;593
10.01.2022 11:32;3;110;728;346382;29197334;4;68;609
10.01.2022 12:01;2;90;783;366525;94540452;4;68;751
19.01.2022 16:12;4;70;637;543902;66926583;3;48;622
14.01.2022 1:31;3;100;820;664798;49871291;3;54;554
01.01.2022 18:30;3;170;1862;514837;67162044;3;86;779
24.01.2022 17:46;2;50;365;154016;40422708;4;81;713
02.01.2022 4:39;5;110;995;980402;82768711;3;63;759
25.01.2022 1:27;1;30;277;138077;24341077;2;50;512
24.01.2022 9:03;3;10;752;466986;75018048;4;53;598
27.01.2022 10:49;3;170;557;379164;48888489;3;83;406
16.01.2022 5:03;1;60;413;222855;32118011;2;44;730
14.01.2022 3:08;5;140;884;916494;73119042;3;79;642
26.01.2022 7:21;4;20;394;777796;39992899;4;83;614
01.01.2022 5:08;6;0;0;513468;95799273;4;83;562
16.01.2022 3:45;4;110;285;563291;80934447;2;68;607
19.01.2022 11:09;3;100;668;472806;36698954;4;79;651
10.01.2022 9:55;3;20;353;329066;20757294;4;67;494
31.01.2022 10:26;4;90;929;806991;80851320;4;54;593
04.01.2022 3:54;4;50;620;723170;48773431;3;35;576
01.01.2022 9:33;4;0;0;460771;67291536;4;68;470
06.01.2022 9:05;3;50;483;860744;71304731;3;45;572
08.01.2022 23:37;4;100;771;634579;67441610;4;67;643
26.01.2022 5:29;3;50;970;995434;29814043;4;77;567
12.01.2022 3:23;3;10;700;295806;63001386;4;79;640
20.01.2022 13:16;3;40;688;346607;89348935;3;52;559
01.01.2022 19:52;6;0;0;616470;11087676;3;56;446
22.01.2022 17:10;2;30;412;672376;27141526;2;50;427
03.01.2022 1:17;3;120;1022;514996;64115250;3;65;718
08.01.2022 0:37;4;20;598;449925;77719206;3;81;682
19.01.2022 20:55;6;140;737;776175;23958667;4;76;752
01.01.2022 18:32;5;120;1011;261500;32980172;3;75;606
18.01.2022 3:52;4;50;575;279585;17170690;4;70;535
16.01.2022 3:51;5;70;634;165587;15050952;4;67;471
04.01.2022 8:25;4;20;830;281938;80352221;4;20;830
09.01.2022 14:44;4;30;715;919749;71962631;4;30;715
30.01.2022 23:50;4;90;600;253222;10734651;4;87;595
25.01.2022 21:33;1;40;656;125383;71925248;3;48;508
03.01.2022 16:30;1;50;552;429410;75474537;2;63;557
06.01.2022 5:58;1;70;431;404988;71019699;2;46;421
12.01.2022 7:52;2;60;420;305062;63843537;4;83;651
31.01.2022 5:59;6;140;1156;465914;42494850;4;83;696
23.01.2022 7:06;1;60;677;575669;75902653;2;70;690
25.01.2022 8:39;1;10;925;386531;27350934;3;50;528
14.01.2022 15:54;3;30;495;471036;99487683;2;70;627
27.01.2022 14:00;5;70;601;285785;85531481;4;47;427
03.01.2022 6:44;4;40;805;445659;10281886;5;48;452
18.01.2022 22:54;5;90;1004;493896;18816313;3;53;630
01.01.2022 15:21;6;0;0;342190;53856910;3;68;470
12.01.2022 1:51;3;80;934;445495;40466078;3;79;702
23.01.2022 5:50;2;30;364;670749;30815000;3;47;657
20.01.2022 5:25;1;10;544;917944;36897586;1;10;544
08.01.2022 20:03;5;120;891;241923;93256224;4;76;612
23.01.2022 10:00;4;10;730;932414;30321533;3;53;695
01.01.2022 10:46;4;0;0;453780;65121466;3;50;571
08.01.2022 16:59;2;90;462;810828;52287361;3;73;568
15.01.2022 17:35;3;50;936;402409;67409859;4;50;633
01.01.2022 8:39;4;0;0;491109;42654547;3;54;427
11.01.2022 19:10;4;20;470;688937;53423767;4;57;570
20.01.2022 20:00;4;30;808;171594;17165717;3;70;791
01.01.2022 14:32;6;0;0;182120;83056878;3;81;644
17.01.2022 12:39;3;10;839;438837;47104269;3;25;840
12.01.2022 18:30;3;150;890;977407;63646569;4;65;511
20.01.2022 19:57;1;70;435;687129;84314835;4;68;383
16.01.2022 16:31;1;30;612;909542;33384092;3;52;467
01.01.2022 3:40;4;0;0;139933;75831064;3;79;677
03.01.2022 19:15;3;60;622;202463;25195220;4;50;528
01.01.2022 19:22;5;0;0;246366;74841200;4;70;559
25.01.2022 9:23;3;10;591;708403;36676231;4;52;575
16.01.2022 23:50;3;60;607;855442;37869285;5;70;502
17.01.2022 10:33;2;30;743;431510;71234168;4;70;453
29.01.2022 16:39;4;120;425;228996;42265987;4;67;562
29.01.2022 9:41;1;90;548;226310;80736772;3;67;554
01.01.2022 9:07;6;0;0;132683;24027677;4;86;624
06.01.2022 1:11;5;140;1048;727901;23067768;3;83;552
18.01.2022 16:21;3;20;348;461996;89042093;4;40;351
03.01.2022 21:56;2;20;617;959971;84271929;3;65;680
08.01.2022 20:59;5;80;681;197304;62459360;4;83;708
13.01.2022 12:58;4;50;541;202818;26619389;3;40;450
17.01.2022 10:54;3;90;401;791253;61968334;3;53;512
20.01.2022 13:23;2;50;339;121280;11489747;3;54;478
04.01.2022 0:56;2;70;425;976969;41843004;4;74;594
16.01.2022 13:51;1;20;839;219511;78964645;3;53;777
24.01.2022 5:49;3;50;514;776277;63423260;4;68;589
02.01.2022 20:29;4;40;958;505813;24570139;4;50;589
13.01.2022 11:10;3;80;550;795658;59476701;3;54;483
04.01.2022 10:05;1;80;531;593975;79537551;2;84;734
23.01.2022 6:27;3;120;447;776016;17522078;3;73;492
20.01.2022 22:54;1;10;653;674871;72061322;2;35;532
30.01.2022 11:37;4;40;702;171613;64015110;4;25;652
26.01.2022 22:19;6;160;983;909536;59459512;4;81;633
12.01.2022 1:23;1;50;488;657088;90381777;3;81;697
04.01.2022 19:26;1;10;915;112858;98854569;1;10;915
01.01.2022 3:41;4;0;0;643443;88709927;3;81;626
04.01.2022 10:38;2;40;965;154153;73502502;2;68;776
09.01.2022 21:01;3;60;353;912501;67120314;4;54;478
11.01.2022 9:14;2;40;386;701355;59954348;4;76;693
14.01.2022 22:24;3;30;751;954508;22578246;3;30;751
16.01.2022 19:59;5;90;765;884828;98706727;4;65;546
02.01.2022 9:27;3;100;947;144932;80825225;4;80;699
25.01.2022 2:03;5;110;790;579755;78393826;3;54;511
26.01.2022 4:27;4;120;337;339971;90928243;4;67;539
01.01.2022 23:48;5;0;0;124290;92571338;4;65;438
11.01.2022 12:10;4;30;281;225550;23763394;4;77;632
03.01.2022 23:47;2;100;776;561544;29939974;3;54;592
04.01.2022 10:25;4;10;388;633296;28217676;4;25;523
26.01.2022 11:16;2;60;795;988887;25712373;3;65;453
02.01.2022 5:23;2;110;916;578767;66467191;3;63;640
23.01.2022 16:03;5;100;747;362033;50913320;3;60;534
06.01.2022 0:41;3;20;405;599776;80140294;3;60;580
17.01.2022 9:57;2;30;606;796309;93631361;4;77;696
01.01.2022 9:24;5;0;0;709693;71996634;3;80;736
24.01.2022 0:44;5;130;553;705253;45450441;4;74;403
19.01.2022 4:47;5;90;578;573766;82424374;3;65;583
01.01.2022 4:25;4;0;0;984686;39192895;3;63;685
27.01.2022 16:13;1;10;648;510299;96427764;1;50;630
01.01.2022 6:01;4;0;0;150819;13109793;3;58;457
31.01.2022 11:32;5;110;901;469120;12449845;4;65;654
19.01.2022 6:34;1;50;607;721102;67062491;2;65;740
19.01.2022 0:11;2;20;596;760405;23741357;2;20;596
20.01.2022 15:21;5;70;709;350807;51714371;4;81;532
08.01.2022 15:28;4;80;517;221847;72608816;4;70;664
17.01.2022 11:55;5;120;902;991715;86568014;3;70;674
10.01.2022 6:49;1;30;513;682403;73665994;3;54;479
10.01.2022 13:36;6;150;1120;186982;96295715;4;80;734
27.01.2022 0:04;4;10;846;468598;81923683;2;47;669
27.01.2022 11:06;5;90;600;852322;13811303;4;70;552
28.01.2022 6:15;4;100;338;652110;56168657;3;44;425
09.01.2022 7:25;6;150;972;731825;62057418;4;72;555
22.01.2022 22:20;2;10;778;992994;34520823;2;10;778
26.01.2022 1:19;5;110;791;562186;93833825;3;65;734
24.01.2022 21:45;2;90;396;492531;74377200;2;65;643
19.01.2022 23:06;2;60;765;437504;55559077;3;56;535
12.01.2022 20:04;4;20;361;425583;84781738;3;60;497
01.01.2022 15:01;5;0;0;690219;53629208;3;48;435
13.01.2022 8:09;2;40;405;659634;32475614;3;70;625
15.01.2022 11:41;2;80;963;447923;72341456;3;80;728
19.01.2022 19:51;1;30;894;430806;71610426;3;60;713
07.01.2022 13:21;1;10;553;393418;41188660;3;50;455
01.01.2022 18:40;6;0;0;689631;34349070;4;54;448
05.01.2022 3:48;2;100;688;545009;80925180;3;63;691
02.01.2022 21:44;2;50;670;877329;80364165;3;35;638
06.01.2022 1:00;2;80;775;788973;26039459;2;43;783
12.01.2022 3:12;1;10;418;822533;89144179;2;40;649
30.01.2022 14:37;3;110;542;585912;63257311;3;52;504
25.01.2022 19:03;1;70;935;785164;87583896;3;52;648
27.01.2022 22:16;4;150;475;272480;46181292;4;84;543
04.01.2022 17:01;1;20;454;470431;62198004;3;70;609
26.01.2022 6:35;4;70;428;443618;92259096;3;46;502
31.01.2022 20:38;1;60;545;299687;33089838;2;35;455
03.01.2022 23:18;1;30;544;673449;70793338;2;50;671
13.01.2022 10:24;3;50;858;540153;49940582;4;68;608
23.01.2022 2:04;4;40;372;122172;13344612;3;65;535
22.01.2022 8:44;3;10;391;360684;33556716;4;68;463
11.01.2022 10:30;1;30;478;196554;96258957;1;30;478
10.01.2022 2:33;3;10;733;408625;83126674;4;67;452
01.01.2022 15:31;5;0;0;500722;49908424;3;65;628
05.01.2022 9:45;4;50;742;998542;33582700;4;81;661
22.01.2022 16:06;4;90;653;961709;54970984;2;57;677
05.01.2022 0:20;3;30;310;593475;37525882;3;53;474
08.01.2022 10:01;3;50;931;799720;88154543;4;79;688
01.01.2022 4:02;4;0;0;256811;85819777;3;54;475
15.01.2022 14:13;3;50;782;136834;74011227;3;40;652
04.01.2022 4:53;3;30;603;415034;72439192;3;57;635
15.01.2022 17:28;4;30;608;282882;98553590;4;65;623
20.01.2022 7:21;3;70;867;922642;37183151;4;80;788
01.01.2022 8:10;3;60;813;673403;75478031;3;75;801
28.01.2022 21:46;4;20;839;883704;73030600;4;67;584
06.01.2022 20:20;2;100;795;145645;26274007;2;65;726
21.01.2022 5:16;2;50;677;550312;32477735;4;81;680
11.01.2022 2:37;6;160;989;770335;22415650;4;80;576
06.01.2022 0:19;3;150;723;933464;19446155;4;67;512
05.01.2022 11:21;4;80;396;307757;11361515;4;80;650
01.01.2022 19:56;6;0;0;301038;70321185;4;83;684
24.01.2022 18:32;2;30;382;511094;83832039;2;30;382
08.01.2022 20:45;4;120;387;331820;14319443;3;54;494
18.01.2022 4:05;4;90;697;120951;17930542;3;56;594
01.01.2022 14:31;4;0;0;860763;60023259;3;50;543
26.01.2022 8:09;1;50;705;323346;74923551;3;65;626
20.01.2022 4:09;3;20;821;549862;58441766;3;20;821
25.01.2022 11:17;3;110;846;780130;27209296;3;81;686
28.01.2022 21:32;2;10;592;581321;48041661;2;10;592
13.01.2022 20:49;4;10;536;496237;88600506;3;25;720
07.01.2022 0:04;4;60;377;933612;66643995;4;50;386
13.01.2022 22:22;2;110;457;169920;29082806;3;54;446
04.01.2022 18:38;3;80;490;578241;52819156;3;70;586
19.01.2022 2:31;4;10;306;172846;49577718;3;30;496
05.01.2022 17:08;1;90;908;822174;42883394;3;60;818
24.01.2022 11:36;5;70;531;356913;37374469;5;79;580
31.01.2022 16:21;3;50;500;156410;56089589;4;35;655
06.01.2022 14:06;2;50;510;524922;87144842;2;40;466
